,image_name, comment_number, comment
11622,234249498.jpg,1, Several people stand on stage with their arms held up in the air .
11623,4329187340.jpg,2, A woman making a square with her fingers on a bus .
11624,7777767632.jpg,3, A person is chopping vegetables on a cutting board .
11625,2959941749.jpg,1, A group of hockey players slide along the ice during a game .
11626,2532262109.jpg,3, A group of young women stand together .
11627,4695264392.jpg,2, Smiling women in a purple shirt running a race .
11628,7804907374.jpg,4, A horse-rider with their horse as it jumps over obstacles .
11629,4820804277.jpg,2, A young girl in a white shirt and green skirt looking at books .
11630,7715662052.jpg,1, A female athlete is using a throwing device for a sport .
11631,3005979237.jpg,4, A woman plays a keyboard in front of an audience .
11632,4930614976.jpg,2, Two people in makeup handing out papers on the street .
11633,2225530026.jpg,4, A group of people preparing for a move .
11634,2542355262.jpg,1, A boy in a blue shirt is about to use a spray bottle .
11635,5241430403.jpg,4, 3 men are working on a boat .
11636,462663804.jpg,3, Two guys playing football on a campus green .
11637,5784245184.jpg,1, Two boys keep a diligent eye out as they cross a muddy and murky stream .
11638,3461583471.jpg,2, A buy is grinding a rail on a snowboard .
11639,2281006675.jpg,2, A dog is walking on a beach with the sun on the horizon .
11640,4749092674.jpg,4, man walking up a hill with bag in hand
11641,8245366095.jpg,4, A girl has the ball in a game of basketball
11642,35437191.jpg,2, An older man wearing a hat is building a sand-castle on a public beach .
11643,49416802.jpg,4, A man wearing a black shirt and a pair of glasses is reading .
11644,295939538.jpg,0, Two women and a man sitting in blue and yellow seats smile for the camera .
11645,3389037189.jpg,1, There is a wonderful spread of food on this buffet .
11646,2397509331.jpg,3, A man stands in front of a shabby house .
11647,2230503574.jpg,1, A man is wearing a white shirt and a black jacket as well as an ugly mask on his face .
11648,1581822598.jpg,0, A dog jumps in the snow trying to catch a snowball .
11649,356242936.jpg,0, A boy in a green and yellow suit kickboxing a punchbag .
11650,4922148937.jpg,4, Firefighters arrive at the scene .
11651,3019917636.jpg,3, A woman in a race turning a corner .
11652,3888267140.jpg,2, A woman working behind a restaurant counter .
11653,3205887140.jpg,4, A lady holds a harp in the woods .
11654,2537616702.jpg,1, The back of a train worker in an orange vest and jeans at the Kilburn station platform .
11655,3516267455.jpg,1, A dog running into the water .
11656,186828224.jpg,4, Two young boys giggling at life .
11657,5406927495.jpg,4, Musician in the middle of a large crowd .
11658,3208747984.jpg,1, A man wearing a gray shirt and a woman wearing a tight teal dress strike a pose on a black background .
11659,3534046564.jpg,2, Two dogs approach each other in the grass .
11660,4587060645.jpg,1, A man in a red top stands on stilts in front of a crowd of people .
11661,4520185597.jpg,0," A man in a business suit is walking down the street , pulling luggage ."
11662,262963190.jpg,4, a lone climber on a snowy moutainside .
11663,6273905117.jpg,2, A person on a jet ski is going over waves in an ocean .
11664,227585300.jpg,1," A group of men are crowded into a doorway at night , standing underneath and R and B Festival sign ."
11665,2083844357.jpg,1, A little boy playing some game and trying to hit the ball with a paddle .
11666,848180689.jpg,4, A girl and a woman playing with a ball in a pool .
11667,3178442303.jpg,0, Toddler with blond-hair walking towards the camera wearing tan pants and a striped shirt carrying a red folder smiling .
11668,1357724865.jpg,0, A half-dressed man walks into a river at the bottom of a small waterfall .
11669,4931319718.jpg,1, The cowboy skillfully swings his lasso while riding his brown steed .
11670,1893769156.jpg,1, Numerous people await their turn to board the tram .
11671,4865202740.jpg,4, An Asian man is cooking with a red bowl n
11672,11678931.jpg,0, A boy with a brown shirt is holding onto a person with a white shirt around a spray of water .
11673,3298457064.jpg,1, Two men are riding on a wooden vehicle pulled by two donkeys : one black and one gray .
11674,3517056462.jpg,4, Softball pitcher pitching
11675,4542010975.jpg,1, A man is carrying a large bag to the riverbank .
11676,6785193001.jpg,4, Someone wearing gloves is doing the dishes .
11677,14698352.jpg,1, Two boys are getting into a van and a younger boy is in a car seat .
11678,2214403949.jpg,1, a woman and child ride a teeter-taughter in a park .
11679,530170010.jpg,4, Redheaded man jumping high in the air .
11680,3372251830.jpg,2, Woman with brown hair and brown eyes wearing a green shirt .
11681,4933550892.jpg,0, A woman wearing a black dress and green sweater is walking down the street looking at her cellphone .
11682,5835573414.jpg,4, A man in suspenders is dancing on a stage while a band plays behind him .
11683,3182996527.jpg,1, A man in dark clothing on a bicycle in midair near a stunt ramp with graffiti behind him .
11684,4572766663.jpg,3, Spectators enjoy the music of this street performer 's harmonica .
11685,2000387055.jpg,3, A girl in a striped bodysuit stands in a window 's winter display .
11686,2921530804.jpg,1, A female drinking a frothy beverage from a large clear mug .
11687,459559508.jpg,0, A gymnast in navy blue with a pink ribbon in her hair is performing on the balancing beam .
11688,4804001379.jpg,1, A woman with red-hair wearing a blue tank top and a necklace shaped like a feather .
11689,3638440337.jpg,4, Man in black jumps over a rope as crowd looks on .
11690,309493622.jpg,4, Two men and two women at the beach .
11691,1659337157.jpg,0," On a beach , a woman in a red shirt carries an orange plastic basin on her head ."
11692,159712188.jpg,3, Young woman in a city park near a water feature .
11693,173616185.jpg,4, Man in coat near beach trying to get radio signal .
11694,3025513877.jpg,1, A boy in a hat stands barefoot at the edge of a body of water .
11695,4508639054.jpg,4, A woman wearing a blue scarf is standing next to a orange bike .
11696,448257345.jpg,2, A dog is staring at the food in the plate of a person eating .
11697,2092419948.jpg,1, a person with a long ponytail walks along a waterway under a tunnel
11698,3866270897.jpg,0, A man wearing a tan cap is crouching and holding something in his hands .
11699,2864634088.jpg,3, A line of men on bicycles compete in a race
11700,3897245055.jpg,2, One woman with red-hair and sunglasses serving a beer from the tap .
11701,4953761534.jpg,0, A woman with blue hair and ripped pantyhose sits against a blue wall while playing her guitar .
11702,113637264.jpg,2, A man is happily laying bricks .
11703,3054192830.jpg,1, Skater boy does a trick and gets his photo taken in midair .
11704,2788933694.jpg,2, A young girl in a blue t-shirt is looking through a telescope while another girl in a red shirt watches .
11705,5823310445.jpg,2, A girl wearing a mask rides on a man 's shoulders through a crowded sidewalk .
11706,553918837.jpg,4, A child is going down a slide .
11707,4622326549.jpg,2, A woman tries to cover her face while riding a moped .
11708,3603116579.jpg,0," A baseball player in a black and orange shirt , and with a glove on , pitches the ball ."
11709,3477315700.jpg,2, The little girl wearing pink is having fun bungee jumping .
11710,3563668905.jpg,2, A person is riding a bike on a dirt road .
11711,7094822129.jpg,3, A curly-haired little girl is on the shore of a beach look down at the water .
11712,2354914661.jpg,0, A crowd of people hanging out near a fence with barb wire .
11713,101654506.jpg,1, a white and brown dog is running through a snow covered field .
11714,14580804.jpg,1, A few people are relaxing while they listen to an outside performance .
11715,5995194617.jpg,2, A group of fisherman relaxing by the pier after a hard day of fishing .
11716,4669211425.jpg,1, A blond businessman in a suit walks on a sidewalk in a city .
11717,4926349815.jpg,2," A couple walks down a walkway , pulling luggage behind them ."
11718,3560726559.jpg,2, A young boy wearing a suit and top hat is holding hands with a girl in a green dress .
11719,381763336.jpg,2, A band of several teens are playing instruments .
11720,4544609414.jpg,3, A couple of friends repairing an upside-down bicycle .
11721,2616673985.jpg,2, A woman shows a dog with very long hair at a dog show .
11722,4865556239.jpg,0, A young girl is on a street near two orange cones wearing gold bracelets and a gold necklace along with a black and gold bra type top and her hair is up .
11723,2242863004.jpg,4, A dog with a red ball .
11724,2520892855.jpg,1, Three young people stand on the street conversing .
11725,4554601589.jpg,3, A police office is using a bicycle to complete her duties .
11726,8086165175.jpg,1, A woman sits under a picture of Jesus with the light streaming through the window .
11727,6826414310.jpg,0, Four people are speed skating along on a race course with number 8 in the lead .
11728,226115048.jpg,2, A man wearing all black and holding a green can roasts a large hotdog on a stick .
11729,3033686219.jpg,1, A brown dog sits on the beach .
11730,2795679393.jpg,0, A man is crouched down on a play mat with two children and is letting one of the children sip from his glass .
11731,1489471156.jpg,4, a group of women holding black umbrellas .
11732,6906541132.jpg,0," Several people are walking on a street and there is a large , blue crane towering and leaning against a building ."
11733,1975171469.jpg,1, A small boy is whacking aliens that pop out of an arcade game .
11734,2652207781.jpg,0, a latino teacher wearing a green shirt is trying to throw a dart in his classroom .
11735,3383037991.jpg,3, A dog looks content sitting on a bed after ripping up some paper
11736,2082620071.jpg,4, Two people walking across a street .
11737,7732305382.jpg,2, A female volleyball player is playing volleyball at the London Olympics .
11738,3105929913.jpg,0, Religious people wearing white with bald heads hold their hands in a praying position .
11739,2312746782.jpg,2, A girl pushes a boy on a swing on a sandy playground .
11740,4796827555.jpg,0, Several people with instruments waiting at a train station .
11741,4313861353.jpg,4, A man and his sleeping friend on a couch .
11742,4524693539.jpg,2, Three people are standing at a concession stand outside .
11743,4170813283.jpg,0, A diver taking a photo of himself with one other diver posing in the background .
11744,3493399647.jpg,3, Two adults hold either side of a boat at the edge of the water .
11745,3415003392.jpg,4, A person on a bmx bike .
11746,241345639.jpg,0, The two football players in white jerseys and purple pants tackle the player in the red jersey .
11747,4858175898.jpg,1, a man in a black polo shirt holds an infant in a white blanket .
11748,4950418775.jpg,4, Two girls walking holding hands .
11749,2426781076.jpg,3, Boy sliding down a slide on his knees .
11750,4508496980.jpg,0, Man walking down a brick sidewalk in a business suit reading a paper and smoking a cigar with a woman wearing sunglasses walking behind him to his left .
11751,4607507068.jpg,0, A Latino woman is standing outside raising her arm with a band playing in the background .
11752,2935921151.jpg,1, A child in goggles and swim hat is swimming the backstroke in a pool .
11753,2226280160.jpg,1," In the midst of a fire , a worker is repairing telephone and electrical wires ."
11754,4948943251.jpg,2, A young woman using a green hula hoop .
11755,3267847492.jpg,4, Several young men around a white bus with luggage .
11756,71521921.jpg,4, Three people stand in a doorway .
11757,3730944337.jpg,2, A baseball pitcher in a circle with a symbol to his right .
11758,4468535383.jpg,4, A blond woman tips a young blond girl upside-down .
11759,164954325.jpg,0, A small child looks inside a car while standing in front of a clothesline .
11760,6628019865.jpg,2, A pole vaulter is carrying his equipment while looking away .
11761,315436114.jpg,4, A dog on snow has something in its mouth .
11762,4911020894.jpg,2, Two small children sitting on a bench while eating ice cream .
11763,4437917603.jpg,1, A jet plane departing the airfield and ascending into the sky .
11764,6121112512.jpg,1, A woman works with cotton on a loom in an exotic setting .
11765,2797785048.jpg,3, a little boy is approaching the soccer ball to kick it .
11766,3273325447.jpg,1, A person in a blue outfit rides a motorcycle through a hill of dirt .
11767,2835367658.jpg,3, Asian woman preparing pastries .
11768,4074903180.jpg,0, A man in a jacket and jeans and a woman in a green coat are reading books on a bench with a baby stroller parked next to it .
11769,2343886894.jpg,4, An extreme sports skier grinding on top of a curved structure
11770,5921628407.jpg,2," While riding in a bus , one person has their arm around another ."
11771,300371487.jpg,1, Brown dog catches a pink ball in the park .
11772,3835344299.jpg,1, A woman wearing strangely colored clothing checks out at a convenience store .
11773,4817447781.jpg,4, Pedestrians walk by outside a cafe .
11774,3982607071.jpg,3, A man is jumping on a bridge made of stone near a mountain .
11775,2193980605.jpg,3," A group of people in a desert jumping , one throwing a ball ."
11776,5732157460.jpg,1, The boy in the gray shirt seems to be explaining something to the girls sitting next to him .
11777,3611694228.jpg,0," Two men kickboxing , the man in the red shorts is kicking while the man in the black is blocking ."
11778,2988552985.jpg,4, A man is holding up his hand by a flag .
11779,4431189771.jpg,2," Man in shower with shampoo in his hair , toothbrush in mouth and shaving his face ."
11780,4945925484.jpg,4, Children in yellow gather .
11781,3848056878.jpg,4, A photographer prepares his camera for a shot .
11782,3293945284.jpg,0, A group of people are standing in a field flying kites .
11783,3427402225.jpg,4, A strange piece of art with lights .
11784,7094400667.jpg,1," Two men performing a piece of music , one in a plaid shirt singing into a microphone and the other in all black strumming an acoustic guitar ."
11785,2450299735.jpg,3, Little girl slides down in the pool .
11786,4451284349.jpg,4, Some people walk on a gray sidewalk .
11787,4730076543.jpg,0, A man and a woman are standing at the side of an inflatable climbing structure .
11788,6933265421.jpg,0, An older white male standing in front of the Golden Gate Bridge at the riverside painting or examining a portrait of said bridge .
11789,86734276.jpg,3, A woman educating young children .
11790,3424861178.jpg,2, Two officers are riding horses in the city near some trees and flowers .
11791,462555896.jpg,1," A woman in a blue sweater , holding a camera , is jumping in a park ."
11792,2701895972.jpg,3, Band performs at outdoor event .
11793,3982458659.jpg,4, A man licking his fingers while eating .
11794,6074238868.jpg,1," Two women in white shirts stand by a sink , one with a bowl and one holding a pen ."
11795,4859018669.jpg,3, A woman in a yellow jacket holding a red umbrella .
11796,277167533.jpg,0," A shirtless man sits beside an Asian food stand , while a woman in a red shirt prepares food inside the stand ."
11797,2891300143.jpg,1, An old man with a long gray beard sits on a stoop with two other men .
11798,3529721084.jpg,0, A leather clad biker wearing face-paint sits on his motorcycle next to another biker who is standing beside his bike on a city street .
11799,2437799265.jpg,2, A man wearing an orange hard hat is feeding brush into an orange wood chipper .
11800,6851802767.jpg,2, A woman in all black is posing next to the railing at a river during winter .
11801,508432819.jpg,2, A jeep tries driving over a rocky hill .
11802,6105998656.jpg,3, This is perhaps a homeless man sitting at a corner of a building .
11803,870710405.jpg,1, A woman wearing a pink Tinkerbell sweatshirt leans on a railing overlooking water .
11804,436393371.jpg,1, A dog with sharp teeth is chewing on a stick outside .
11805,4696548185.jpg,2, A group of spectators are watching woman playing in a roller derby .
11806,4095536845.jpg,3, Two members of a security teams walk a street in sunny weather .
11807,241198768.jpg,2, Two men look down at another man standing on an unfinished walkway .
11808,2897141031.jpg,0, An Indian man is in a hospital getting help from a nurse while a woman watches .
11809,2167365840.jpg,2, Child wearing fireman 's hat sits on ground next to man holding a handsaw .
11810,4179301928.jpg,0, A man with yellow shoes and a gray hat sits on an orange and blue teeter-totter with a woman .
11811,6998429934.jpg,2, A male athlete tackles his head into the ground to protect the ball in play .
11812,4823873791.jpg,3, Woman in heels and skirt looking at products .
11813,2430216444.jpg,4, A group of people are performing on stage .
11814,4446482718.jpg,0," An elderly woman dressed in a jacket , gloves and sunglasses is pushing a basket on a busy city street ."
11815,3425918361.jpg,3, A young boy in a red helmet bikes through a park .
11816,4930658209.jpg,4, A man with a lasso and his horse at the rodeo .
11817,141372871.jpg,2, A smiling man in a green shirt driving a vehicle .
11818,67494245.jpg,1, These cooks in the white are busy in the kitchen making dinner for their customers .
11819,2428751994.jpg,0, A black and white dog runs over the green grass .
11820,212556127.jpg,2, A smiling man standing on two scooters .
11821,3472449219.jpg,3, A motorcyclist is driving in a muddy pit .
11822,901763909.jpg,2, Asian students have fun in a classroom .
11823,2843198818.jpg,3," A tennis playing man jumps in the air , preparing to hit the ball to the other court ."
11824,4430466345.jpg,0," A confrontation between two gentlemen is occurring , one wielding a guitar , the other balling a fist ."
11825,4609256878.jpg,2, Two young women are sitting in a tree .
11826,1815242986.jpg,3, A family standing on a mountaintop .
11827,355869840.jpg,2, People with their heads bowed down pulling weeds .
11828,2800004913.jpg,2, a young man playing in a wave at the beach
11829,3953382308.jpg,1, A pile of bags full of objects that have either came out of or go in the airplane .
11830,952171414.jpg,1, Four teenagers standing next to a bus and talking and laughing .
11831,4332049092.jpg,0, A bald man in black dress pants and a white button-down shirt is standing on a section of an orange construction vehicle .
11832,2737544815.jpg,2, The hostess is watching the busy waiter 's tray .
11833,2688848759.jpg,2, Twelve people sitting at a table having beverages and socializing .
11834,3441511444.jpg,4, Two men getting a document signed
11835,1104087374.jpg,2, A boy and a girl holding hands while sitting on a shore .
11836,3334987711.jpg,1, Children playing baseball outside a white pillared palace
11837,211341511.jpg,2," A girl has a falcon resting on her hand , and a man with a microphone is talking to her while looking at the bird ."
11838,4656443184.jpg,3, Woman in busy street holding a Starbucks coffee .
11839,4891364108.jpg,1, People walking in front of a big glass building with a blue bike parked outside .
11840,2576878141.jpg,2, A small child wearing light blue overalls sits on a red slide .
11841,6966952728.jpg,4, Man grasping motor as he gazes into the distance .
11842,4692834620.jpg,1, A man with a red suit is dancing with a lady .
11843,3593222804.jpg,1, A surfer on a yellow surfboard is splashing up water onto another surfer .
11844,618292739.jpg,4, Girl walking in field with yellow flowers
11845,4772018990.jpg,3, The two woman smile for a tourist on vacation .
11846,4885564387.jpg,4, Two people stand under a tarp .
11847,3726019124.jpg,4, two people fly kites in a field
11848,3552507374.jpg,4, Two people a man and woman riding an elephant in a field .
11849,3354854086.jpg,3, People pass in front of a tan building during the day .
11850,15308698.jpg,1, A couple holding on each other climbing a sand dune .
11851,3246363139.jpg,0," A small child , wearing a big coat and snow boots , is unhappy while she tries to play outside with her playhouse while it is snowing ."
11852,22930048.jpg,4, A tennis player in a red outfit .
11853,3484820303.jpg,2," A boy is on a bicycle , and there is a girl on the back of it with an umbrella ."
11854,72090503.jpg,4, a sidewalk with chalk drawing along the edge
11855,238177432.jpg,4, Two men cooking fast food .
11856,4812955659.jpg,0," A gentleman with a red shirt , glasses and graying hair is standing in a room full of seated people ."
11857,7512701906.jpg,2, Two girls and a guy are involved in a pie eating contest .
11858,4830848641.jpg,3, An older man giving a speech .
11859,4541695561.jpg,3, Two women and one man are dancing ballet .
11860,3014251754.jpg,2, A person looks through a telescopes viewfinder during the daytime .
11861,4762673638.jpg,2, A man in period garb and a wig bowing to a curtsying woman similarly clad in period dress .
11862,2773331947.jpg,2, A foreign man is preparing an ethnic dish .
11863,301315162.jpg,3, A girl in a blue shirt points her finger at someone .
11864,7863357892.jpg,4, A man is going for a rebound in an outdoor game of basketball .
11865,5423080316.jpg,4, An adolescent in a striped shirt is running on the snow .
11866,4543903308.jpg,2, This is a street scene with a lot of cars and people walking around in different directions .
11867,3560977956.jpg,3, Two people wear life jackets in a rowboat .
11868,2291596684.jpg,4, A person wearing a hooded sweatshirt in a wooded area .
11869,3414155880.jpg,1, Subway workers use ladders to check out a possible problem as a red subway car flies by .
11870,3170074597.jpg,1, Three women are sitting on a bench and talking .
11871,2311412902.jpg,1, A worker in a vest is inspecting tiles on a roof .
11872,6085363550.jpg,3," A group of Asian people in decorative dress smile , and walk happily in a parade ."
11873,374539064.jpg,1, Numerous people are waiting in line on a stairway .
11874,1299817309.jpg,2, Hikers walking along a rocky trail .
11875,4089787993.jpg,1, A woman sits in a caged in area with a cat and two bunnies .
11876,2852673699.jpg,3, Men are looking at slabs of meat on a table .
11877,6337228599.jpg,0," A man wearing blue , holding two fishing poles with one pointing upward and the other one in the water with fish being caught ."
11878,3005126574.jpg,2, A black man is wearing a brown shirt and a necklace .
11879,3405942945.jpg,2," Boy in striped , hooded coat runs down grassy hill ."
11880,2807437977.jpg,3, A wedding ceremony in a church .
11881,5045062030.jpg,4, A woman hanging the laundry outside .
11882,3052709425.jpg,3, A man dressed in business attire stands next to an orange and green taxi cab .
11883,3574378184.jpg,4, A man in a black shirt holding a smiling baby .
11884,3183266412.jpg,0," A man wearing jeans and a sports t-shirt is playing a banjo , harmonica and drums on a street corner ."
11885,410184063.jpg,1, Man wearing blue shirt holds a cellphone against his ear .
11886,5522177900.jpg,2, Park ranger Dave cites a car for not having a license plate in the proper place .
11887,3603301825.jpg,1, The hockey goalkeeper is reaching out for the ball .
11888,3999246475.jpg,2, A group of people standing on a sidewalk under some trees .
11889,95795877.jpg,2," Person sleeping on the subway , while sitting beside someone ."
11890,3328302645.jpg,1, Men constructing a wood wall for a building .
11891,6853913173.jpg,3, The men are without shirt and still enjoying the cold temperature outside their cabin .
11892,3201666946.jpg,4," A man , woman , and child ."
11893,3533394378.jpg,4, Two people in a slingshot ride .
11894,3041779850.jpg,0, Three boys in matching bowties and vests performing with a group .
11895,2196107384.jpg,4, A person walking in front of a building .
11896,1359765497.jpg,1, A uniformed man in a blue security vest is smiling .
11897,4604410267.jpg,3," A woman in green shoes , walking and holding a phone ."
11898,1558872760.jpg,4, A man plays a violin while smiling .
11899,542714962.jpg,3, Shirtless men are playing volleyball .
11900,4690256836.jpg,3, Two men in shorts walk down a speckled sidewalk .
11901,4575535313.jpg,2, A dark-haired man smoking a cigarette outside .
11902,3117700421.jpg,4, A guy waxing a wooden floor with wax .
11903,5676781835.jpg,4, A man sitting on the ground creating designs out of vegetables .
11904,19986766.jpg,0, A man in a black cap and red gown stands in between two other men in caps and gowns .
11905,1187593464.jpg,4, A dog running with a stick in his mouth
11906,3240094420.jpg,3, Four Asian women pose for a picture .
11907,2782850287.jpg,4, Two children with goggles stand before a pool .
11908,3031071921.jpg,3, Men working packing fabric in a plastic bag
11909,4751332425.jpg,1, A girl in black talking on the phone standing in front of brick and a red curtain .
11910,3601419342.jpg,3, A girl in a green shirt sitting on a rock in the wilderness .
11911,2688936204.jpg,2, A man with a face painted like a clown is wearing a cowboy hat .
11912,300577374.jpg,2," Average , everyday people walk by a facility ."
11913,2226316813.jpg,3, a old man is working on something .
11914,19719902.jpg,1, A group of young men are wrestling and horsing around in a dirt pit .
11915,3103587323.jpg,3, A child holding onto the tail of a fake alligator .
11916,2494520072.jpg,4, Two woman are reviewing a paper .
11917,2544192243.jpg,3, A man in a white hard hat and green shirt working with a hammer .
11918,4853180757.jpg,0," Three women and a child looking at something in the water , a man is next to the floating object ."
11919,2705103851.jpg,3, Teenagers are interacting with elderly people in a common room .
11920,4361912325.jpg,1, Three people in coats walking along a snow strewn trail on a mountain .
11921,6110024306.jpg,3, A woman who is barefooted rolls the bowling ball down the lane .
11922,4898846532.jpg,3, A man breakdances on a piece of cardboard while people watch .
11923,6852300231.jpg,2, A man in winter clothing playing an instrument on the street .
11924,4896489177.jpg,1, A guy is riding his blue motorcycle up ahead of traffic on a street .
11925,2317271.jpg,2, A photo of a wedding party taken outdoors in front of a building .
11926,8036413429.jpg,4, Two men celebrating a win of a game .
11927,694496803.jpg,1, A man balances a ball with a pink umbrella while people watch .
11928,4894267064.jpg,3, 2 woman walking down the street next to graffiti
11929,4436781562.jpg,4, Some ponies and people walk on a busy sidewalk .
11930,3312455265.jpg,2, A man wearing sunglasses is playing a guitar and singing into a microphone .
11931,3500115252.jpg,2, A black dog playing with a purple toy .
11932,1333788342.jpg,1, A child wearing black and white swim gear kneeling in shallow water over a plastic yellow boat filled with wet sand .
11933,3671851846.jpg,4, A woman holding a white dog points at a brown dog in the grass .
11934,2196316998.jpg,1, A man grabs the end of a set of bagpipes while another man plays .
11935,7981209216.jpg,4, A young man in a yellow helmet is carrying a football .
11936,2441354291.jpg,1, a young child wearing green boots playing in a mud puddle
11937,3565822548.jpg,0," A man using a computer on a desk with another man standing in front of him , with a third man at a cash register is leaning on the counter ."
11938,3794595430.jpg,2, A young woman gives a presentation concerning Wikipedia .
11939,317488612.jpg,2, A dog is playing in the deep snow .
11940,4452184724.jpg,4, A large man sits at a bar watching Tv .
11941,3537201804.jpg,2, Fathers watch as their children enjoy the spinning merry-go-round .
11942,514448571.jpg,3, A man in a black outfit juggles three koosh balls .
11943,3042173467.jpg,2, Two pretty ladies show off the low cut backs of their dresses
11944,3255732353.jpg,0," Two girls in winter jackets , knit hats , and glvoes are outside in the snow ."
11945,6162015348.jpg,3, A group of older people playing a variety of instruments while sitting at a table .
11946,3498997518.jpg,3, A football player in blue grabs a football player in white for a tackle .
11947,2493974889.jpg,4, Two children walking down a forest path .
11948,5631556013.jpg,1, Boy wearing rust colored shorts in mid leap into water while holding his nose .
11949,2701895972.jpg,1, A band is playing music underneath a white canopy .
11950,2721004585.jpg,4, A cowboy on the back of a galloping horse .
11951,1275832390.jpg,3, Officer in riot gear observes demonstration .
11952,4672034241.jpg,1, A man with a black shirt on put a little boy inside of a toy that he can slide in .
11953,191925197.jpg,4, A male playing guitar and a female singing together in a room .
11954,6067630216.jpg,2, A hispanic woman hanging brightly colored laundry on a clothesline .
11955,6053720349.jpg,3, A baby decides to pack himself away in a suitcase .
11956,4095232321.jpg,3, A woman wearing a white hat examines an item in a store .
11957,3193029429.jpg,3," A lady tango dancer in red , finishing her routine ."
11958,3260088697.jpg,0, a young boy wearing sunglasses playing on the shore at the beach
11959,3712720433.jpg,2, The girl with the blue jean shorts on is playing with the two boys .
11960,860060733.jpg,4, A shirtless man is wiping a pot .
11961,6889307511.jpg,2, Man in a white gi and yellow belt with three stripes doing a karate pose .
11962,4792134256.jpg,4, Two campers testing a camping stove .
11963,33408768.jpg,3, Man setting up a white tent .
11964,2891715589.jpg,3, This is a man climbing a tower at a sporting event .
11965,4685183620.jpg,2, Firefighters spray a hose through a barrier .
11966,2549946671.jpg,1, A little Asian boy speaks on a phone outside of a building .
11967,2856699493.jpg,3, Man riding a bicycle as woman walks beside him on a street .
11968,731443193.jpg,4, cowboy riding a bull at rodeo
11969,2058947638.jpg,3, A small baby in a onesie is sitting in a suitcase .
11970,440536046.jpg,4, couple at a dinner table .
11971,2284894733.jpg,0, A brown dog is running over an obstacle course with its mouth wide open .
11972,6030269328.jpg,0," A man wearing a light blue shirt and a woman with a black and white blouse are sitting at a table , behind an ornate fence with some vines attached to it ."
11973,3308488725.jpg,0, a boy in a blue shirt and blue jeans runs across a playground
11974,4684148171.jpg,4, There is a painting of a carnival .
11975,4941680934.jpg,4, A soldier texts on his cellphone .
11976,6167481552.jpg,1, The captains of two football teams meet with the referee on the field before the game starts .
11977,2567035103.jpg,3, Two dogs are playing in the grass .
11978,2536772737.jpg,2, Construction workers deal with removing railroad tracks .
11979,3128514681.jpg,0, Two women wearing dresses and heels posing under hanging lights on a street .
11980,1242629236.jpg,4, A man sitting on a stool next to cages .
11981,2920969723.jpg,0," A child on a skateboard flies through the air , along side a building ."
11982,143680442.jpg,0, A climber is suspended on an overhang that overlooks a tree covered hill .
11983,480108902.jpg,4, A group of people are looking through a microscope .
11984,56489627.jpg,4, A boy is leading donkeys on a path .
11985,6181621171.jpg,0," Five Women , wearing beautiful , colorful saris , in a circle , dancing with their hands raised and touching ."
11986,2557507575.jpg,0, A brown dog running in field of long green grass .
11987,5971653128.jpg,0, A swimmer is getting out of a pool where people are swimming laps and is having her picture taken as a crowd looks on from the edge of the pool .
11988,432490118.jpg,0, The large brown and white dog is jumping towards the small brown and white dog .
11989,2644920808.jpg,1," A man at the top of rocks , clouds behind ."
11990,309954193.jpg,1, a crowd of people standing next to a sign while some check their cellphone
11991,194197375.jpg,1," A group of fishermen on a boat tied up in a bay , with piles of driftwood near them ."
11992,429270993.jpg,1, A man wearing urban combat pants is walking down the street carrying a toolbox .
11993,4198759209.jpg,4, A group of four hikers in the woods .
11994,3427301653.jpg,1, A girl wearing an hat and holding an iPod sits on the side of a building .
11995,114368470.jpg,0, A youth with long dirty blond-hair wearing a denim jacket and jeans looks at the conveyor belt of groceries while waiting at a checkout line .
11996,186348874.jpg,4, Bikers race through a forest .
11997,3234375022.jpg,0, A snowboarder jumps over a wooden structure
11998,2577802195.jpg,4, A police officer looks at art through a window .
11999,2308271254.jpg,4, Two dogs playing in a lake .
12000,2429212017.jpg,0, The children in the scene are in a petting zoo and are acting like a duck or chicken .
12001,3223318401.jpg,2, A woman in a black shirt is sitting at a table getting ready to knit .
12002,4857773168.jpg,3, A tourist takes a photo of something high .
12003,2698457631.jpg,2, A girl is facing a wall with her back toward a dome-like piece of art .
12004,88767910.jpg,2, A boy is napping in a sleeping man 's lap .
12005,6878449128.jpg,0, A little boy with glasses is working on a electrical experiment project .
12006,3564742915.jpg,4, Two people are walking up a mountain .
12007,2536876757.jpg,1, Guy in blue jacket and hat standing in front of some type of machinery while starring up with a big smile .
12008,3446347599.jpg,1, The two men look at the shoreline from atop the bluff .
12009,2914091986.jpg,3, A man with a guitar addresses a microphone .
12010,561906323.jpg,3, Pushing the flower pots to the garden to plant .
12011,2720039582.jpg,1, One football player caught a pass while the two players from the opposite team attempt to tag him while he 's on the ground .
12012,7718282392.jpg,3, A cowboy ropes a calf during a rodeo .
12013,2845691057.jpg,3, A woman holding an umbrella over a person in a race car .
12014,192786590.jpg,3, A bride and groom stand outside a building .
12015,3331009729.jpg,3, A woman walks with a book while talking on a cellphone .
12016,154864542.jpg,4, Children are playing on a snowy street .
12017,224203430.jpg,0, A man wearing a white striped search jumps in the grass with the graffiti wall behind him .
12018,3013469764.jpg,0, An ATV racer blasts down the track sending dirt flying everywhere .
